3.5	0.00031873	4.33E-07
3.6	0.00034243	2.73E-07
3.7	0.00048279	5.69E-07
3.8	0.0006381	3.66E-07
3.9	0.00089839	1.20E-06
4	0.00082668	1.87E-06
4.1	0.0008417	2.38E-06
4.2	0.00080286	1.86E-06
4.3	0.0011168	2.60E-06
4.4	0.00130155	1.63E-06
4.5	0.00127056	1.81E-06
4.6	0.00152336	3.00E-06
4.7	0.00162618	1.33E-06
4.8	0.0019802	1.44E-06
4.9	0.0021457	1.05E-06
5	0.00209836	3.67E-06
