2.5	0.00016431	1.50E-07
2.6	0.00012522	1.72E-07
2.7	0.00022473	2.35E-07
2.8	0.00033024	4.11E-07
2.9	0.00045889	4.93E-07
3	0.00044786	4.46E-07
3.1	0.00053871	4.51E-07
3.2	0.00059887	5.93E-07
3.3	0.00073283	7.38E-07
3.4	0.0008564	7.94E-07
3.5	0.00103965	1.10E-06
