2.2	0.00011818	1.02E-07
2.3	0.00014657	9.90E-08
2.4	0.00020905	7.87E-08
2.5	0.00025451	1.95E-07
2.6	0.00028034	3.45E-07
2.7	0.00040128	7.23E-07
2.8	0.00041831	4.37E-07
2.9	0.00057182	3.34E-07
3	0.00066309	4.51E-07
3.1	0.00078389	4.88E-07
3.2	0.00093676	9.56E-07
3.3	0.00096852	6.96E-07
3.4	0.00112137	8.06E-07
3.5	0.00124857	1.27E-06
