2.7	0.00020268	2.18E-07
2.8	0.00018476	1.67E-07
2.9	0.00019001	3.12E-07
3	0.00040682	5.54E-07
3.1	0.00033679	3.03E-07
3.2	0.00040958	2.13E-07
3.3	0.00052624	1.23E-06
3.4	0.00049449	7.62E-07
3.5	0.00077646	1.16E-06
3.6	0.00089184	6.60E-07
3.7	0.00112805	1.27E-06
3.8	0.00115496	7.24E-07
3.9	0.00121523	1.80E-06
4	0.00143548	1.58E-06
